P816,[0-39],[1-34],[0-28],[0-38],[1-33],[2-37],[2-52],[4-28],[0-31],[1-27],[0-35],[2-41],[2-43],[0-36],[5-28],[1-40],[1-29],[1-39],[2-33],[3-34],[0-42],[0-34],[2-38],[1-29],[3-28],[3-16],[3-26],[3-25],[2-21],[2-23],[3-26],[1-36],[1-31],[4-29],[4-30],[2-25],[2-28],[2-43],[4-29],[3-34],[6-30],[1-33],[3-14],[3-29],[3-20],[2-25],[2-36],[2-46],[5-34],[5-36],[6-31],[5-16],b,Group: 2
P153,[0-39],[1-34],[0-28],[0-38],[1-33],[2-37],[2-52],[4-28],[0-31],[1-27],[0-35],[2-41],[2-43],[0-36],[5-28],[1-40],[1-29],[1-39],[2-33],[3-34],[0-42],[0-34],[2-38],[1-29],[3-28],[3-16],[3-26],[3-25],[2-21],[2-23],[3-26],[1-36],[1-31],[4-29],[4-30],[2-25],[2-28],[2-43],[4-29],[3-34],[6-30],[1-33],[3-14],[3-29],[3-20],[2-25],[2-36],[2-46],[5-34],[5-36],[6-31],[5-16],b,Group: 2
P36,[34-41],[25-37],[22-42],[43-52],[29-38],[25-40],[30-51],[32-44],[27-42],[37-48],[32-47],[32-47],[31-61],[32-40],[29-45],[36-47],[30-54],[33-55],[32-52],[18-48],[31-49],[31-43],[32-39],[34-49],[28-39],[23-34],[22-40],[22-35],[23-42],[22-39],[18-35],[24-40],[21-41],[23-41],[21-31],[28-39],[25-32],[17-35],[31-34],[27-39],[28-44],[25-45],[26-36],[17-50],[27-35],[25-35],[31-50],[28-40],[31-50],[28-34],[21-38],[15-33],b,Group: 3
P136,[34-41],[25-37],[22-42],[43-52],[29-38],[25-40],[30-51],[32-44],[27-42],[37-48],[32-47],[32-47],[31-61],[32-40],[29-45],[36-47],[30-54],[33-55],[32-52],[18-48],[31-49],[31-43],[32-39],[34-49],[28-39],[23-34],[22-40],[22-35],[23-42],[22-39],[18-35],[24-40],[21-41],[23-41],[21-31],[28-39],[25-32],[17-35],[31-34],[27-39],[28-44],[25-45],[26-36],[17-50],[27-35],[25-35],[31-50],[28-40],[31-50],[28-34],[21-38],[15-33],b,Group: 3
P173,[34-41],[25-37],[22-42],[43-52],[29-38],[25-40],[30-51],[32-44],[27-42],[37-48],[32-47],[32-47],[31-61],[32-40],[29-45],[36-47],[30-54],[33-55],[32-52],[18-48],[31-49],[31-43],[32-39],[34-49],[28-39],[23-34],[22-40],[22-35],[23-42],[22-39],[18-35],[24-40],[21-41],[23-41],[21-31],[28-39],[25-32],[17-35],[31-34],[27-39],[28-44],[25-45],[26-36],[17-50],[27-35],[25-35],[31-50],[28-40],[31-50],[28-34],[21-38],[15-33],b,Group: 3
P169,[34-41],[25-37],[22-42],[43-52],[29-38],[25-40],[30-51],[32-44],[27-42],[37-48],[32-47],[32-47],[31-61],[32-40],[29-45],[36-47],[30-54],[33-55],[32-52],[18-48],[31-49],[31-43],[32-39],[34-49],[28-39],[23-34],[22-40],[22-35],[23-42],[22-39],[18-35],[24-40],[21-41],[23-41],[21-31],[28-39],[25-32],[17-35],[31-34],[27-39],[28-44],[25-45],[26-36],[17-50],[27-35],[25-35],[31-50],[28-40],[31-50],[28-34],[21-38],[15-33],b,Group: 3
P48,[29-43],[34-51],[37-44],[30-40],[31-45],[28-40],[29-52],[33-45],[21-47],[29-45],[35-45],[27-50],[30-39],[32-47],[26-51],[30-52],[34-48],[33-42],[30-50],[26-51],[31-44],[31-43],[22-50],[26-52],[26-45],[18-27],[23-43],[28-32],[19-37],[19-31],[29-44],[21-41],[27-35],[25-38],[29-42],[21-35],[28-40],[17-29],[27-36],[29-38],[23-33],[22-38],[27-37],[22-42],[30-42],[33-44],[27-47],[23-44],[18-39],[15-36],[22-35],[20-30],b,Group: 4
P196,[29-43],[34-51],[37-44],[30-40],[31-45],[28-40],[29-52],[33-45],[21-47],[29-45],[35-45],[27-50],[30-39],[32-47],[26-51],[30-52],[34-48],[33-42],[30-50],[26-51],[31-44],[31-43],[22-50],[26-52],[26-45],[18-27],[23-43],[28-32],[19-37],[19-31],[29-44],[21-41],[27-35],[25-38],[29-42],[21-35],[28-40],[17-29],[27-36],[29-38],[23-33],[22-38],[27-37],[22-42],[30-42],[33-44],[27-47],[23-44],[18-39],[15-36],[22-35],[20-30],b,Group: 4
P184,[29-43],[34-51],[37-44],[30-40],[31-45],[28-40],[29-52],[33-45],[21-47],[29-45],[35-45],[27-50],[30-39],[32-47],[26-51],[30-52],[34-48],[33-42],[30-50],[26-51],[31-44],[31-43],[22-50],[26-52],[26-45],[18-27],[23-43],[28-32],[19-37],[19-31],[29-44],[21-41],[27-35],[25-38],[29-42],[21-35],[28-40],[17-29],[27-36],[29-38],[23-33],[22-38],[27-37],[22-42],[30-42],[33-44],[27-47],[23-44],[18-39],[15-36],[22-35],[20-30],b,Group: 4
P186,[29-43],[34-51],[37-44],[30-40],[31-45],[28-40],[29-52],[33-45],[21-47],[29-45],[35-45],[27-50],[30-39],[32-47],[26-51],[30-52],[34-48],[33-42],[30-50],[26-51],[31-44],[31-43],[22-50],[26-52],[26-45],[18-27],[23-43],[28-32],[19-37],[19-31],[29-44],[21-41],[27-35],[25-38],[29-42],[21-35],[28-40],[17-29],[27-36],[29-38],[23-33],[22-38],[27-37],[22-42],[30-42],[33-44],[27-47],[23-44],[18-39],[15-36],[22-35],[20-30],b,Group: 4
P172,[29-43],[34-51],[37-44],[30-40],[31-45],[28-40],[29-52],[33-45],[21-47],[29-45],[35-45],[27-50],[30-39],[32-47],[26-51],[30-52],[34-48],[33-42],[30-50],[26-51],[31-44],[31-43],[22-50],[26-52],[26-45],[18-27],[23-43],[28-32],[19-37],[19-31],[29-44],[21-41],[27-35],[25-38],[29-42],[21-35],[28-40],[17-29],[27-36],[29-38],[23-33],[22-38],[27-37],[22-42],[30-42],[33-44],[27-47],[23-44],[18-39],[15-36],[22-35],[20-30],b,Group: 4
P102,[27-34],[26-46],[22-40],[32-43],[28-54],[27-44],[32-53],[30-43],[22-45],[32-42],[33-56],[32-35],[37-42],[31-39],[28-56],[34-47],[44-62],[29-51],[33-44],[33-48],[24-61],[28-40],[36-44],[26-41],[28-43],[20-32],[21-30],[26-30],[24-36],[28-33],[22-28],[24-34],[21-29],[29-32],[20-31],[30-36],[28-38],[29-34],[23-33],[26-39],[28-41],[25-44],[25-43],[23-46],[27-37],[24-37],[22-42],[19-43],[21-35],[26-36],[29-34],[14-29],b,Group: 5
P43,[27-34],[26-46],[22-40],[32-43],[28-54],[27-44],[32-53],[30-43],[22-45],[32-42],[33-56],[32-35],[37-42],[31-39],[28-56],[34-47],[44-62],[29-51],[33-44],[33-48],[24-61],[28-40],[36-44],[26-41],[28-43],[20-32],[21-30],[26-30],[24-36],[28-33],[22-28],[24-34],[21-29],[29-32],[20-31],[30-36],[28-38],[29-34],[23-33],[26-39],[28-41],[25-44],[25-43],[23-46],[27-37],[24-37],[22-42],[19-43],[21-35],[26-36],[29-34],[14-29],b,Group: 5
P84,[27-34],[26-46],[22-40],[32-43],[28-54],[27-44],[32-53],[30-43],[22-45],[32-42],[33-56],[32-35],[37-42],[31-39],[28-56],[34-47],[44-62],[29-51],[33-44],[33-48],[24-61],[28-40],[36-44],[26-41],[28-43],[20-32],[21-30],[26-30],[24-36],[28-33],[22-28],[24-34],[21-29],[29-32],[20-31],[30-36],[28-38],[29-34],[23-33],[26-39],[28-41],[25-44],[25-43],[23-46],[27-37],[24-37],[22-42],[19-43],[21-35],[26-36],[29-34],[14-29],b,Group: 5
P46,[27-34],[26-46],[22-40],[32-43],[28-54],[27-44],[32-53],[30-43],[22-45],[32-42],[33-56],[32-35],[37-42],[31-39],[28-56],[34-47],[44-62],[29-51],[33-44],[33-48],[24-61],[28-40],[36-44],[26-41],[28-43],[20-32],[21-30],[26-30],[24-36],[28-33],[22-28],[24-34],[21-29],[29-32],[20-31],[30-36],[28-38],[29-34],[23-33],[26-39],[28-41],[25-44],[25-43],[23-46],[27-37],[24-37],[22-42],[19-43],[21-35],[26-36],[29-34],[14-29],b,Group: 5
P17,[30-49],[30-48],[29-43],[28-44],[38-47],[37-47],[31-47],[26-45],[33-47],[29-38],[31-47],[32-37],[33-46],[25-52],[29-51],[42-45],[30-42],[34-52],[34-40],[42-56],[29-46],[30-45],[28-45],[28-39],[29-40],[22-30],[22-30],[23-29],[20-30],[17-33],[24-35],[20-31],[20-28],[28-35],[28-32],[34-40],[21-41],[29-44],[30-41],[29-42],[28-44],[28-36],[28-36],[30-32],[27-37],[23-40],[26-43],[25-31],[28-38],[27-33],[22-37],[17-29],b,Group: 6
P133,[30-49],[30-48],[29-43],[28-44],[38-47],[37-47],[31-47],[26-45],[33-47],[29-38],[31-47],[32-37],[33-46],[25-52],[29-51],[42-45],[30-42],[34-52],[34-40],[42-56],[29-46],[30-45],[28-45],[28-39],[29-40],[22-30],[22-30],[23-29],[20-30],[17-33],[24-35],[20-31],[20-28],[28-35],[28-32],[34-40],[21-41],[29-44],[30-41],[29-42],[28-44],[28-36],[28-36],[30-32],[27-37],[23-40],[26-43],[25-31],[28-38],[27-33],[22-37],[17-29],b,Group: 6
P67,[30-49],[30-48],[29-43],[28-44],[38-47],[37-47],[31-47],[26-45],[33-47],[29-38],[31-47],[32-37],[33-46],[25-52],[29-51],[42-45],[30-42],[34-52],[34-40],[42-56],[29-46],[30-45],[28-45],[28-39],[29-40],[22-30],[22-30],[23-29],[20-30],[17-33],[24-35],[20-31],[20-28],[28-35],[28-32],[34-40],[21-41],[29-44],[30-41],[29-42],[28-44],[28-36],[28-36],[30-32],[27-37],[23-40],[26-43],[25-31],[28-38],[27-33],[22-37],[17-29],b,Group: 6
P37,[30-49],[30-48],[29-43],[28-44],[38-47],[37-47],[31-47],[26-45],[33-47],[29-38],[31-47],[32-37],[33-46],[25-52],[29-51],[42-45],[30-42],[34-52],[34-40],[42-56],[29-46],[30-45],[28-45],[28-39],[29-40],[22-30],[22-30],[23-29],[20-30],[17-33],[24-35],[20-31],[20-28],[28-35],[28-32],[34-40],[21-41],[29-44],[30-41],[29-42],[28-44],[28-36],[28-36],[30-32],[27-37],[23-40],[26-43],[25-31],[28-38],[27-33],[22-37],[17-29],b,Group: 6
P78,[22-44],[26-40],[31-42],[37-50],[18-44],[25-34],[28-47],[27-37],[33-47],[27-39],[37-47],[20-40],[31-41],[32-47],[29-39],[34-45],[34-52],[29-43],[31-51],[30-43],[31-41],[21-37],[27-43],[27-33],[25-35],[22-27],[19-38],[21-42],[19-26],[21-33],[26-33],[23-37],[29-34],[29-33],[26-30],[21-38],[26-46],[24-33],[26-31],[24-31],[24-41],[21-32],[24-40],[26-33],[27-32],[26-38],[25-41],[18-39],[22-44],[26-32],[21-40],[16-28],b,Group: 7
P183,[22-44],[26-40],[31-42],[37-50],[18-44],[25-34],[28-47],[27-37],[33-47],[27-39],[37-47],[20-40],[31-41],[32-47],[29-39],[34-45],[34-52],[29-43],[31-51],[30-43],[31-41],[21-37],[27-43],[27-33],[25-35],[22-27],[19-38],[21-42],[19-26],[21-33],[26-33],[23-37],[29-34],[29-33],[26-30],[21-38],[26-46],[24-33],[26-31],[24-31],[24-41],[21-32],[24-40],[26-33],[27-32],[26-38],[25-41],[18-39],[22-44],[26-32],[21-40],[16-28],b,Group: 7
P113,[22-44],[26-40],[31-42],[37-50],[18-44],[25-34],[28-47],[27-37],[33-47],[27-39],[37-47],[20-40],[31-41],[32-47],[29-39],[34-45],[34-52],[29-43],[31-51],[30-43],[31-41],[21-37],[27-43],[27-33],[25-35],[22-27],[19-38],[21-42],[19-26],[21-33],[26-33],[23-37],[29-34],[29-33],[26-30],[21-38],[26-46],[24-33],[26-31],[24-31],[24-41],[21-32],[24-40],[26-33],[27-32],[26-38],[25-41],[18-39],[22-44],[26-32],[21-40],[16-28],b,Group: 7
P27,[22-44],[26-40],[31-42],[37-50],[18-44],[25-34],[28-47],[27-37],[33-47],[27-39],[37-47],[20-40],[31-41],[32-47],[29-39],[34-45],[34-52],[29-43],[31-51],[30-43],[31-41],[21-37],[27-43],[27-33],[25-35],[22-27],[19-38],[21-42],[19-26],[21-33],[26-33],[23-37],[29-34],[29-33],[26-30],[21-38],[26-46],[24-33],[26-31],[24-31],[24-41],[21-32],[24-40],[26-33],[27-32],[26-38],[25-41],[18-39],[22-44],[26-32],[21-40],[16-28],b,Group: 7
P511,[21-35],[23-37],[28-45],[23-47],[20-50],[27-42],[28-38],[26-34],[21-42],[27-42],[22-43],[30-45],[30-41],[27-45],[28-43],[32-45],[31-48],[28-44],[25-39],[27-33],[31-52],[19-41],[17-48],[28-40],[23-36],[19-38],[21-31],[22-29],[21-39],[19-35],[17-33],[18-40],[22-43],[16-36],[18-37],[17-46],[23-37],[20-38],[23-39],[19-38],[19-48],[21-33],[22-33],[19-45],[21-35],[19-41],[21-36],[21-35],[23-35],[21-38],[19-30],[16-29],b,Group: 8
P19,[21-35],[23-37],[28-45],[23-47],[20-50],[27-42],[28-38],[26-34],[21-42],[27-42],[22-43],[30-45],[30-41],[27-45],[28-43],[32-45],[31-48],[28-44],[25-39],[27-33],[31-52],[19-41],[17-48],[28-40],[23-36],[19-38],[21-31],[22-29],[21-39],[19-35],[17-33],[18-40],[22-43],[16-36],[18-37],[17-46],[23-37],[20-38],[23-39],[19-38],[19-48],[21-33],[22-33],[19-45],[21-35],[19-41],[21-36],[21-35],[23-35],[21-38],[19-30],[16-29],b,Group: 8
P194,[21-35],[23-37],[28-45],[23-47],[20-50],[27-42],[28-38],[26-34],[21-42],[27-42],[22-43],[30-45],[30-41],[27-45],[28-43],[32-45],[31-48],[28-44],[25-39],[27-33],[31-52],[19-41],[17-48],[28-40],[23-36],[19-38],[21-31],[22-29],[21-39],[19-35],[17-33],[18-40],[22-43],[16-36],[18-37],[17-46],[23-37],[20-38],[23-39],[19-38],[19-48],[21-33],[22-33],[19-45],[21-35],[19-41],[21-36],[21-35],[23-35],[21-38],[19-30],[16-29],b,Group: 8
P44,[21-35],[23-37],[28-45],[23-47],[20-50],[27-42],[28-38],[26-34],[21-42],[27-42],[22-43],[30-45],[30-41],[27-45],[28-43],[32-45],[31-48],[28-44],[25-39],[27-33],[31-52],[19-41],[17-48],[28-40],[23-36],[19-38],[21-31],[22-29],[21-39],[19-35],[17-33],[18-40],[22-43],[16-36],[18-37],[17-46],[23-37],[20-38],[23-39],[19-38],[19-48],[21-33],[22-33],[19-45],[21-35],[19-41],[21-36],[21-35],[23-35],[21-38],[19-30],[16-29],b,Group: 8
P129,[21-35],[23-37],[28-45],[23-47],[20-50],[27-42],[28-38],[26-34],[21-42],[27-42],[22-43],[30-45],[30-41],[27-45],[28-43],[32-45],[31-48],[28-44],[25-39],[27-33],[31-52],[19-41],[17-48],[28-40],[23-36],[19-38],[21-31],[22-29],[21-39],[19-35],[17-33],[18-40],[22-43],[16-36],[18-37],[17-46],[23-37],[20-38],[23-39],[19-38],[19-48],[21-33],[22-33],[19-45],[21-35],[19-41],[21-36],[21-35],[23-35],[21-38],[19-30],[16-29],b,Group: 8
P168,[28-37],[22-36],[21-43],[37-59],[20-61],[28-50],[29-39],[23-52],[27-49],[23-46],[23-53],[24-57],[29-45],[33-45],[37-43],[26-41],[29-46],[22-60],[23-43],[26-42],[27-50],[20-46],[27-40],[19-46],[28-41],[21-29],[24-31],[20-32],[19-30],[15-42],[16-40],[20-36],[23-39],[22-40],[24-39],[15-32],[20-40],[18-35],[24-40],[13-38],[22-32],[23-27],[19-41],[20-43],[24-37],[19-35],[18-44],[22-41],[12-48],[27-35],[22-29],[18-38],b,Group: 9
P533,[28-37],[22-36],[21-43],[37-59],[20-61],[28-50],[29-39],[23-52],[27-49],[23-46],[23-53],[24-57],[29-45],[33-45],[37-43],[26-41],[29-46],[22-60],[23-43],[26-42],[27-50],[20-46],[27-40],[19-46],[28-41],[21-29],[24-31],[20-32],[19-30],[15-42],[16-40],[20-36],[23-39],[22-40],[24-39],[15-32],[20-40],[18-35],[24-40],[13-38],[22-32],[23-27],[19-41],[20-43],[24-37],[19-35],[18-44],[22-41],[12-48],[27-35],[22-29],[18-38],b,Group: 9
P38,[28-37],[22-36],[21-43],[37-59],[20-61],[28-50],[29-39],[23-52],[27-49],[23-46],[23-53],[24-57],[29-45],[33-45],[37-43],[26-41],[29-46],[22-60],[23-43],[26-42],[27-50],[20-46],[27-40],[19-46],[28-41],[21-29],[24-31],[20-32],[19-30],[15-42],[16-40],[20-36],[23-39],[22-40],[24-39],[15-32],[20-40],[18-35],[24-40],[13-38],[22-32],[23-27],[19-41],[20-43],[24-37],[19-35],[18-44],[22-41],[12-48],[27-35],[22-29],[18-38],b,Group: 9
P193,[28-37],[22-36],[21-43],[37-59],[20-61],[28-50],[29-39],[23-52],[27-49],[23-46],[23-53],[24-57],[29-45],[33-45],[37-43],[26-41],[29-46],[22-60],[23-43],[26-42],[27-50],[20-46],[27-40],[19-46],[28-41],[21-29],[24-31],[20-32],[19-30],[15-42],[16-40],[20-36],[23-39],[22-40],[24-39],[15-32],[20-40],[18-35],[24-40],[13-38],[22-32],[23-27],[19-41],[20-43],[24-37],[19-35],[18-44],[22-41],[12-48],[27-35],[22-29],[18-38],b,Group: 9
P88,[30-41],[28-40],[32-48],[28-36],[30-37],[23-41],[28-42],[19-53],[34-45],[37-41],[28-33],[29-43],[34-54],[36-38],[32-37],[27-46],[33-37],[26-49],[30-35],[22-40],[33-48],[28-41],[25-51],[26-32],[28-33],[23-26],[14-27],[26-34],[16-38],[26-36],[27-35],[22-34],[28-38],[14-37],[23-38],[32-33],[25-49],[22-32],[20-40],[20-32],[22-29],[21-38],[21-38],[21-41],[18-42],[27-42],[23-41],[29-38],[19-39],[24-33],[20-28],[19-28],b,Group: 10
P45,[30-41],[28-40],[32-48],[28-36],[30-37],[23-41],[28-42],[19-53],[34-45],[37-41],[28-33],[29-43],[34-54],[36-38],[32-37],[27-46],[33-37],[26-49],[30-35],[22-40],[33-48],[28-41],[25-51],[26-32],[28-33],[23-26],[14-27],[26-34],[16-38],[26-36],[27-35],[22-34],[28-38],[14-37],[23-38],[32-33],[25-49],[22-32],[20-40],[20-32],[22-29],[21-38],[21-38],[21-41],[18-42],[27-42],[23-41],[29-38],[19-39],[24-33],[20-28],[19-28],b,Group: 10
P187,[30-41],[28-40],[32-48],[28-36],[30-37],[23-41],[28-42],[19-53],[34-45],[37-41],[28-33],[29-43],[34-54],[36-38],[32-37],[27-46],[33-37],[26-49],[30-35],[22-40],[33-48],[28-41],[25-51],[26-32],[28-33],[23-26],[14-27],[26-34],[16-38],[26-36],[27-35],[22-34],[28-38],[14-37],[23-38],[32-33],[25-49],[22-32],[20-40],[20-32],[22-29],[21-38],[21-38],[21-41],[18-42],[27-42],[23-41],[29-38],[19-39],[24-33],[20-28],[19-28],b,Group: 10
P175,[30-41],[28-40],[32-48],[28-36],[30-37],[23-41],[28-42],[19-53],[34-45],[37-41],[28-33],[29-43],[34-54],[36-38],[32-37],[27-46],[33-37],[26-49],[30-35],[22-40],[33-48],[28-41],[25-51],[26-32],[28-33],[23-26],[14-27],[26-34],[16-38],[26-36],[27-35],[22-34],[28-38],[14-37],[23-38],[32-33],[25-49],[22-32],[20-40],[20-32],[22-29],[21-38],[21-38],[21-41],[18-42],[27-42],[23-41],[29-38],[19-39],[24-33],[20-28],[19-28],b,Group: 10
P568,[0-10],[0-7],[0-8],[0-13],[0-9],[0-16],[0-11],[0-6],[0-8],[0-12],[0-12],[0-10],[0-13],[0-7],[0-11],[1-6],[0-9],[0-9],[0-9],[2-7],[0-5],[0-8],[0-9],[0-13],[1-10],[0-11],[0-8],[0-9],[1-6],[0-5],[0-7],[0-5],[0-6],[0-8],[0-15],[0-4],[0-10],[0-6],[0-18],[1-6],[0-7],[0-8],[0-7],[0-12],[0-9],[0-10],[0-9],[1-10],[0-13],[0-11],[2-8],[0-11],b,Group: 11
P641,[0-10],[0-7],[0-8],[0-13],[0-9],[0-16],[0-11],[0-6],[0-8],[0-12],[0-12],[0-10],[0-13],[0-7],[0-11],[1-6],[0-9],[0-9],[0-9],[2-7],[0-5],[0-8],[0-9],[0-13],[1-10],[0-11],[0-8],[0-9],[1-6],[0-5],[0-7],[0-5],[0-6],[0-8],[0-15],[0-4],[0-10],[0-6],[0-18],[1-6],[0-7],[0-8],[0-7],[0-12],[0-9],[0-10],[0-9],[1-10],[0-13],[0-11],[2-8],[0-11],b,Group: 11
P626,[0-10],[0-7],[0-8],[0-13],[0-9],[0-16],[0-11],[0-6],[0-8],[0-12],[0-12],[0-10],[0-13],[0-7],[0-11],[1-6],[0-9],[0-9],[0-9],[2-7],[0-5],[0-8],[0-9],[0-13],[1-10],[0-11],[0-8],[0-9],[1-6],[0-5],[0-7],[0-5],[0-6],[0-8],[0-15],[0-4],[0-10],[0-6],[0-18],[1-6],[0-7],[0-8],[0-7],[0-12],[0-9],[0-10],[0-9],[1-10],[0-13],[0-11],[2-8],[0-11],b,Group: 11
P315,[0-10],[0-7],[0-8],[0-13],[0-9],[0-16],[0-11],[0-6],[0-8],[0-12],[0-12],[0-10],[0-13],[0-7],[0-11],[1-6],[0-9],[0-9],[0-9],[2-7],[0-5],[0-8],[0-9],[0-13],[1-10],[0-11],[0-8],[0-9],[1-6],[0-5],[0-7],[0-5],[0-6],[0-8],[0-15],[0-4],[0-10],[0-6],[0-18],[1-6],[0-7],[0-8],[0-7],[0-12],[0-9],[0-10],[0-9],[1-10],[0-13],[0-11],[2-8],[0-11],b,Group: 11
P729,[0-10],[0-7],[0-8],[0-13],[0-9],[0-16],[0-11],[0-6],[0-8],[0-12],[0-12],[0-10],[0-13],[0-7],[0-11],[1-6],[0-9],[0-9],[0-9],[2-7],[0-5],[0-8],[0-9],[0-13],[1-10],[0-11],[0-8],[0-9],[1-6],[0-5],[0-7],[0-5],[0-6],[0-8],[0-15],[0-4],[0-10],[0-6],[0-18],[1-6],[0-7],[0-8],[0-7],[0-12],[0-9],[0-10],[0-9],[1-10],[0-13],[0-11],[2-8],[0-11],b,Group: 11
